id,title,release_date,revenue,genres
5967,The Umbrellas of Cherbourg,1964-02-19,0.0,"['Drama', 'Romance']"
79593,The Tie That Binds,1995-09-08,5780000.0,['Thriller']
47939,Three Wishes,1995-10-27,7025496.0,"['Drama', 'Fantasy']"
36834,Total Eclipse,1995-11-02,339889.0,"['Drama', 'Romance']"
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,47774193.0,['Comedy']
3512,Under Siege 2: Dark Territory,1995-07-13,104324083.0,"['Action', 'Thriller']"
52856,Unstrung Heroes,1995-09-15,0.0,"['Comedy', 'Drama', 'Family']"
77350,Unzipped,1995-08-11,0.0,['Documentary']
9560,A Walk in the Clouds,1995-08-11,50012507.0,"['Drama', 'Romance']"
9804,Waterworld,1995-07-28,264218220.0,"['Adventure', 'Action']"
31611,White Man's Burden,1995-12-01,0.0,['Drama']
65796,Wild Bill,1995-12-01,0.0,"['Action', 'Western']"
49805,The Browning Version,1994-10-12,0.0,['Drama']
26258,Bushwhacked,1995-08-04,0.0,"['Adventure', 'Action', 'Comedy', 'Crime', 'Family']"
50797,Burnt by the Sun,1994-05-01,2616503.0,['Drama']
19155,Before the Rain,1994-06-09,763847.0,"['Drama', 'War']"
76,Before Sunrise,1995-01-27,5535405.0,"['Drama', 'Romance']"
11017,Billy Madison,1995-02-10,26488734.0,['Comedy']
37141,The Babysitter,1995-10-17,0.0,"['Drama', 'Thriller']"
9382,Boys on the Side,1995-02-03,23450000.0,"['Comedy', 'Drama']"
6715,The Cure,1995-04-21,0.0,"['Drama', 'Family']"
18256,Castle Freak,1995-08-04,0.0,"['Thriller', 'Drama', 'Horror', 'Mystery']"
22625,Circle of Friends,1995-03-16,0.0,"['Drama', 'Family', 'Romance']"
2292,Clerks,1994-09-13,3151130.0,['Comedy']
1909,Don Juan DeMarco,1994-10-01,22200000.0,"['Romance', 'Drama', 'Comedy']"
8984,Disclosure,1994-12-09,214015089.0,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']"
61813,Dream Man,1995-01-01,0.0,['Thriller']
4954,Drop Zone,1994-12-08,0.0,"['Action', 'Adventure', 'Thriller']"
62488,Destiny Turns on the Radio,1995-04-28,0.0,"['Crime', 'Comedy', 'Fantasy']"
10531,Death and the Maiden,1994-05-04,0.0,"['Drama', 'Thriller', 'Mystery']"
11929,Dolores Claiborne,1995-03-24,0.0,"['Crime', 'Drama', 'Mystery']"
8467,Dumb and Dumber,1994-12-16,247275374.0,['Comedy']
10451,Eat Drink Man Woman,1994-08-03,7294403.0,"['Comedy', 'Drama', 'Romance']"
20156,Exotica,1994-09-24,0.0,"['Drama', 'Mystery']"
18395,Exit to Eden,1994-10-14,6841570.0,"['Thriller', 'Comedy', 'Crime', 'Romance']"
522,Ed Wood,1994-09-27,5887457.0,"['Comedy', 'Drama', 'History']"
397,French Kiss,1995-05-05,0.0,"['Comedy', 'Romance']"
10525,Forget Paris,1995-05-19,0.0,"['Comedy', 'Drama', 'Romance']"
27985,Far from Home: The Adventures of Yellow Dog,1995-01-13,0.0,"['Action', 'Adventure', 'Drama', 'Family']"
15789,A Goofy Movie,1995-04-07,35348597.0,"['Romance', 'Animation', 'Family', 'Comedy', 'Adventure']"
27303,Hideaway,1995-03-03,12201255.0,"['Drama', 'Thriller']"
21183,Fluke,1995-06-02,0.0,"['Drama', 'Family', 'Fantasy']"
10954,Farinelli,1994-12-07,0.0,"['History', 'Drama']"
47867,Gordy,1995-05-12,3992809.0,"['Drama', 'Family', 'Fantasy']"
43475,Gumby: The Movie,1995-12-01,0.0,"['Fantasy', 'Animation', 'Science Fiction', 'Family']"
72031,The Glass Shield,1994-09-16,0.0,"['Drama', 'Action', 'Thriller', 'Crime']"
14275,Hoop Dreams,1994-09-12,7830611.0,['Documentary']
1024,Heavenly Creatures,1994-09-02,3049135.0,"['Drama', 'Fantasy']"
17207,Houseguest,1995-01-06,26325256.0,"['Comedy', 'Family']"
13701,Immortal Beloved,1994-12-16,0.0,"['Drama', 'Music', 'Romance']"
14819,Heavyweights,1995-02-17,17689177.0,"['Comedy', 'Family', 'Drama']"
32631,The Hunted,1995-02-24,0.0,"['Action', 'Thriller']"
11777,I.Q.,1994-12-24,0.0,"['Comedy', 'Drama', 'Romance']"
628,Interview with the Vampire,1994-11-11,223664608.0,"['Horror', 'Romance']"
87729,Jefferson in Paris,1995-03-31,2474000.0,"['Drama', 'Romance']"
18713,The Jerky Boys,1995-02-03,0.0,"['Comedy', 'Crime']"
6280,Junior,1994-11-22,37000000.0,"['Comedy', 'Family', 'Romance']"
9061,Just Cause,1995-02-17,0.0,"['Action', 'Drama', 'Mystery', 'Thriller']"
37108,A Kid in King Arthur's Court,1995-08-11,0.0,"['Adventure', 'Fantasy', 'Comedy', 'Science Fiction', 'Family']"
6071,Kiss of Death,1995-04-21,0.0,"['Action', 'Crime', 'Drama', 'Thriller']"
11,Star Wars,1977-05-25,775398007.0,"['Adventure', 'Action', 'Science Fiction']"
9587,Little Women,1994-12-21,0.0,"['Drama', 'Romance']"
19101,A Little Princess,1995-05-10,0.0,"['Drama', 'Family', 'Fantasy']"
49980,Ladybird Ladybird,1994-02-18,0.0,['Drama']
17961,L'Enfer,1994-02-16,0.0,"['Crime', 'Drama']"
18183,Like Water for Chocolate,1992-04-16,21665468.0,"['Drama', 'Romance']"
4476,Legends of the Fall,1994-12-16,160638883.0,"['Adventure', 'Drama', 'Romance', 'War']"
11008,Major Payne,1995-03-24,0.0,"['Adventure', 'Comedy', 'Family']"
47504,Little Odessa,1994-10-27,0.0,"['Action', 'Drama']"
32325,Mi Vida Loca,1994-06-08,0.0,"['Crime', 'Drama']"
43742,Love Affair,1994-10-21,0.0,"['Drama', 'Romance']"
28313,Losing Isaiah,1995-03-17,7603766.0,['Drama']
11318,The Madness of King George,1994-12-28,0.0,"['Comedy', 'Drama', 'History']"
3036,Mary Shelley's Frankenstein,1994-11-04,112006296.0,"['Drama', 'Horror', 'Science Fiction', 'Romance']"
40490,Man of the House,1995-03-03,0.0,"['Action', 'Comedy', 'Family']"
24070,Mixed Nuts,1994-12-21,0.0,"['Comedy', 'Drama', 'Romance']"
8986,Milk Money,1994-08-31,18137661.0,"['Comedy', 'Romance']"
10510,Miracle on 34th Street,1994-11-18,46264384.0,"['Fantasy', 'Drama', 'Family']"
17402,Miami Rhapsody,1995-01-27,5.0,"['Comedy', 'Romance']"
38722,My Family,1995-05-03,0.0,"['Comedy', 'Drama']"
8438,Murder in the First,1995-01-20,17381942.0,"['Crime', 'Drama']"
11593,Nobody's Fool,1994-12-23,0.0,"['Drama', 'Comedy']"
1945,Nell,1994-12-23,106683817.0,"['Drama', 'Thriller']"
39310,New Jersey Drive,1995-04-19,0.0,"['Crime', 'Drama']"
109560,New York Cop,1993-08-14,0.0,"['Action', 'Thriller', 'Crime', 'Drama']"
56428,Beyond Bedlam,1994-04-22,0.0,['Horror']
63105,Nemesis 2 - Nebula,1995-09-26,0.0,"['Science Fiction', 'Action', 'Thriller']"
131957,Nina Takes a Lover,1995-03-03,0.0,"['Drama', 'Romance']"
241,Natural Born Killers,1994-08-25,50282766.0,"['Crime', 'Thriller', 'Drama']"
9058,Only You,1994-09-17,0.0,"['Comedy', 'Drama', 'Romance']"
527,Once Were Warriors,1994-09-02,2201126.0,['Drama']
18220,Poison Ivy II: Lily,1996-01-16,0.0,"['Drama', 'Romance', 'Thriller']"
6950,Outbreak,1995-03-10,189859560.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']"
101,Leon: The Professional,1994-09-14,45284974.0,"['Thriller', 'Crime', 'Drama']"
63020,The Perez Family,1995-05-12,2832826.0,"['Comedy', 'Drama', 'Romance']"
2307,A Pyromaniac's Love Story,1995-04-28,0.0,"['Comedy', 'Drama', 'Romance']"
680,Pulp Fiction,1994-09-10,213928762.0,"['Thriller', 'Crime']"
41478,Panther,1995-11-10,6834525.0,['Drama']
25296,Pushing Hands,1992-02-01,152322.0,"['Comedy', 'Drama']"
40156,Priest,1994-01-01,4176932.0,"['Drama', 'Romance']"
11450,Quiz Show,1994-09-16,0.0,"['History', 'Drama']"
30304,Picture Bride,1995-05-05,0.0,"['Drama', 'History']"
10452,Queen Margot,1994-05-13,0.0,"['Drama', 'History']"
12106,The Quick and the Dead,1995-02-09,18552460.0,"['Action', 'Western']"
161495,Roommates,1995-03-01,12400000.0,"['Drama', 'Comedy']"
3586,Prêt-à-Porter,1994-12-23,11300653.0,"['Drama', 'Comedy']"
110,Three Colors: Red,1994-05-27,0.0,"['Drama', 'Mystery', 'Romance']"
108,Three Colors: Blue,1993-01-10,0.0,"['Drama', 'Music', 'Mystery']"
109,Three Colors: White,1994-01-26,0.0,"['Comedy', 'Drama', 'Mystery']"
159185,"Red Firecracker, Green Firecracker",1994-10-14,0.0,['Drama']
36357,Rent-a-Kid,1995-01-01,0.0,"['Comedy', 'Family', 'TV Movie']"
92769,Relative Fear,1995-10-03,0.0,"['Horror', 'Drama']"
28033,Stuart Saves His Family,1995-04-12,0.0,"['Comedy', 'Drama']"
22586,The Swan Princess,1994-11-18,9771658.0,['Animation']
14334,The Secret of Roan Inish,1994-01-01,0.0,"['Drama', 'Family', 'Fantasy']"
2636,The Specialist,1994-10-07,170362582.0,"['Action', 'Thriller']"
2164,Stargate,1994-10-27,196567262.0,"['Action', 'Adventure', 'Science Fiction']"
11395,The Santa Clause,1994-11-10,189833357.0,"['Fantasy', 'Drama', 'Comedy', 'Family']"
278,The Shawshank Redemption,1994-09-23,28341469.0,"['Drama', 'Crime']"
9905,Shallow Grave,1994-12-22,0.0,"['Crime', 'Thriller']"
87078,Suture,1993-09-14,102780.0,"['Drama', 'Thriller']"
12527,Strawberry and Chocolate,1993-01-01,0.0,"['Comedy', 'Drama']"
20306,Swimming with Sharks,1994-09-10,0.0,"['Crime', 'Comedy']"
36614,The Sum of Us,1994-07-12,0.0,"['Comedy', 'Drama', 'Romance']"
27993,Senior Trip,1995-09-08,0.0,['Comedy']
31439,To Live,1994-06-30,0.0,"['Drama', 'Romance', 'War']"
9067,Tank Girl,1995-03-31,4064495.0,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']"
9059,Tales from the Crypt: Demon Knight,1995-01-13,0.0,"['Horror', 'Comedy', 'Thriller']"
193,Star Trek: Generations,1994-11-17,120000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
25066,Tales from the Hood,1995-05-24,12000000.0,"['Crime', 'Horror', 'Thriller']"
46797,Tom & Viv,1994-04-15,0.0,"['Drama', 'Romance']"
12122,Village of the Damned,1995-04-28,0.0,"['Thriller', 'Horror', 'Science Fiction']"
11381,Tommy Boy,1995-03-31,32648673.0,['Comedy']
32636,Vanya on 42nd Street,1994-09-13,0.0,"['Drama', 'Romance']"
36141,The Underneath,1995-04-28,0.0,"['Thriller', 'Crime']"
95963,The Walking Dead,1995-02-24,0.0,"['Drama', 'War']"
1587,What's Eating Gilbert Grape,1993-12-17,10032765.0,"['Romance', 'Drama']"
9271,Virtuosity,1995-08-04,24048000.0,"['Action', 'Crime', 'Science Fiction', 'Thriller']"
2064,While You Were Sleeping,1995-04-21,182057016.0,"['Comedy', 'Drama', 'Romance']"
19855,The War,1994-11-04,0.0,['Drama']
60855,Double Happiness,1994-09-07,759393.0,"['Comedy', 'Romance']"
236,Muriel's Wedding,1994-09-29,15119639.0,"['Drama', 'Comedy', 'Romance']"
48287,The Baby-Sitters Club,1995-08-18,0.0,"['Comedy', 'Drama', 'Family']"
3049,Ace Ventura: Pet Detective,1994-02-04,107217396.0,"['Comedy', 'Mystery']"
2759,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,11220670.0,"['Drama', 'Comedy']"
12635,Backbeat,1994-04-01,0.0,"['Drama', 'Music']"
10497,Bitter Moon,1992-09-02,1862805.0,"['Thriller', 'Drama', 'Romance']"
11382,Bullets Over Broadway,1994-10-14,0.0,"['Action', 'Comedy', 'Thriller']"
9331,Clear and Present Danger,1994-08-03,215887717.0,"['Action', 'Drama', 'Thriller']"
10731,The Client,1994-07-20,117615211.0,"['Drama', 'Thriller', 'Crime', 'Mystery']"
10464,"Corrina, Corrina",1994-08-12,0.0,"['Comedy', 'Drama', 'Family', 'Romance']"
34152,Crooklyn,1994-05-13,0.0,"['Comedy', 'Drama']"
