director_id,name
205,Adrian Pennick
206,Adrian Picardi
207,Adrian Popovici
208,Adrian Powers
209,Adrian Rudomin
210,Adrian Shergold
211,Adrian Tanner
212,Adrian Vitoria
213,Adrian Voicu
214,Adrian Țofei
215,Adriana Barbaro
216,Adriana Dimitrescu
217,Adriana Maggs
218,Adriana Trigiani
219,Adriano Celentano
220,Adrienne Shelly
221,Adrià García
222,Adrián Biniez
223,Adrián Caetano
224,Adrián Cardona
225,Adrián García Bogliano
226,Adriënne Wurpel
227,Afia Nathaniel
228,Afonso Poyart
229,Agathiyan
230,Agenore Incrocci
231,Agnieszka Holland
232,Agnieszka Lukasiak
233,Agnieszka Smoczynska
234,Agnieszka Wojtowicz-Vosloo
235,Agnès Jaoui
236,Agnès Merlet
237,Agnès Obadia
238,Agnès Varda
239,Agustin
240,Agustí Vila
241,Agustí Villaronga
242,Agustín Díaz Yanes
243,Aharon Keshales
244,Ahmad Abdalla
245,Ahmed Ahmed
246,Ahmed El Maanouni
247,Ahmed Imamović
248,Ahmed Khan
249,Ahmet Uluçay
250,Ahn Byeong-ki
251,Ahn Gooc-Jin
252,Ahn Sang-Hoon
253,Ahn Sang-hyeon
254,Ai Lene Chor
255,Aida Begić
256,Aida Zyablikova
257,Aigars Grauba
258,Aik Karapetian
259,Aileen Ritchie
260,Aimee Lagos
261,Ain Mäeots
262,Aisling Walsh
263,Aitor Merino
264,Aivars Freimanis
265,Aiyana Elliott
266,Ajay Bahl
267,Ajmal Zaheer Ahmad 	
268,Akan Satayev
269,Aki Kaurismäki
270,Akihiko Shiota
271,Akim Isker
272,Akinori Nagaoka
273,Akio Jissoji
274,Akio Sakai
275,Akio Yoshida
276,Akira Daikuhara
277,Akira Hirose
278,Akira Inoue
279,Akira Kurosawa
280,Akira Miwa
281,Akira Nagai
282,Akira Takada
283,Akitarô Daichi
284,Akiva Goldsman
285,Akiva Schaffer
286,Akiyuki Shinbo
287,Aksel Hennie
288,Akseli Tuomivaara
289,Aksinya Gog
290,Aktan Arym Kubat
291,Aku Louhimies
292,Akçay Karaazmak
293,Al Adamson
294,Al Campbell
295,Al Corley
296,Al Pacino
297,Al Reinert
298,Al Szymanski
299,Al Waxman
300,Alain Berbérian
301,Alain Berliner
302,Alain Cavalier
303,Alain Chabat
304,Alain Corneau
305,Alain Darborg
306,Alain Desrochers
307,Alain Fresnot
308,Alain Gagnol
309,Alain Gomis
310,Alain Gsponer
311,Alain Guiraudie
312,Alain Jessua
313,Alain Margot
314,Alain Monne
315,Alain Resnais
316,Alain Robak
317,Alain Robbe-Grillet
318,Alain Tanner
319,Alain Tasma
320,Alain Zaloum
321,Alan Alda
322,Alan Ari Lazar
323,Alan Arkin
324,Alan Badoev
325,Alan Ball
326,Alan Barillaro
327,Alan Berliner
328,Alan Bridges
329,Alan Brown
330,Alan Bunce
331,Alan C. Blomquist
332,Alan Clarke
333,Alan Cohn
334,Alan Cooke
335,Alan Crosland
336,Alan Cumming
337,Alan Deutsch
338,Alan G. Parker
339,Alan Gibson
340,Alan Grint
341,Alan Hicks
342,Alan Holleb
343,Alan Holly
344,Alan Hruska
345,Alan J. Levi
346,Alan J. Pakula
347,Alan J.W. Bell
348,Alan Jacobs
349,Alan James
350,Alan Johnson
351,Alan Lowery
352,Alan Mak
353,Alan Mehrez
354,Alan Metter
355,Alan Metzger
356,Alan Miiller
357,Alan Myerson
358,Alan Ormsby
359,Alan Pao
360,Alan Parker
361,Alan Perry
362,Alan Peterson
363,Alan Polsky
364,Alan Poul
365,Alan Rafkin
366,Alan Ravenscroft
367,Alan Resnick
368,Alan Rickman
369,Alan Roberts
370,Alan Ronald
371,Alan Rudolph
372,Alan Schneider
373,Alan Shapiro
374,Alan Smith
375,Alan Smithee
376,Alan Spencer
377,Alan Stivelman
378,Alan Taylor
379,Alan Wade
380,Alan White
381,Alan Yuen
382,Alan Zaslove
383,Alan Zweig
384,Alanté Kavaïté
385,Alastair Fothergill
386,Alastair Orr
387,Alastair Reid
388,Alastair Siddons
389,Alba Giralt
390,Albert Austin
391,Albert Band
392,Albert Brooks
393,Albert Dupontel
394,Albert E. Smith
395,Albert Finney
396,Albert Herman
397,Albert Hughes
398,Albert Jan van Rees
399,Albert Lamorisse
400,Albert Lewin
401,Albert Magnoli
402,Albert Maysles
403,Albert Parker
404,Albert Pereira-Lazaro
405,Albert Pyun
406,Albert Ray
407,Albert S. Mkrtchyan
408,Albert S. Rogell
409,Albert Serra
410,Albert Uderzo
411,Albert Xavier
412,Albert Zugsmith
413,Albertina Carri
414,Alberto Arvelo Mendoza
415,Alberto Cardone
416,Alberto Cavalcanti
417,Alberto Cavallone
418,Alberto Cortés
419,Alberto De Martino
420,Alberto Fuguet
421,Alberto G. Rodriguez
422,Alberto Lattuada
423,Alberto Mar
424,Alberto Marini
425,Alberto Negrin
426,Alberto Rodríguez
427,Alberto Sciamma
428,Alberto Sordi
429,Alberto Vázquez
430,Albrecht Viktor Blum
431,Alby Falzon
432,Aldo Baglio
433,Aldo Lado
434,Aldo Monti
435,Alec Baldwin
436,Alec C. Snowden
437,Alec Gillis
438,Alec Mouhibian
439,Alec Su
440,Alec Tuckman
441,Alejandro Agresti
442,Alejandro Amenábar
443,Alejandro Brugués
444,Alejandro Chomski
445,Alejandro Doria
446,Alejandro Fadel
447,Alejandro Fernández Almendras
448,Alejandro González Iñárritu
449,Alejandro Hidalgo
450,Alejandro Javaloyas
451,Alejandro Jodorowsky
452,Alejandro Monteverde
453,Alejandro Sessa
454,Alejandro Springall
455,Alejandro Stoessel
456,Alejandro Sugich
457,Alejo Flah
458,Alejo Moguillansky
459,Alek Keshishian
460,Alekos Sakellarios
461,Aleksa Gajić
462,Aleksandar Manić
463,Aleksandar Petrović
464,Aleksandar Popovski
465,Aleksander Bach
466,Aleksander Khramtsov
467,Aleksander Nordaas
468,Aleksandr Adabashyan
469,Aleksandr Alov
470,Aleksandr Amirov
471,Aleksandr Askoldov
472,Aleksandr Atanesyan
473,Aleksandr Baranov
474,Aleksandr Barshak
475,Aleksandr Basaev
476,Aleksandr Buravsky
477,Aleksandr Dovzhenko
478,Aleksandr Dulerayn
479,Aleksandr Efremov
480,Aleksandr Gintsburg
481,Aleksandr Gordon
482,Aleksandr Gromov
483,Aleksandr Karpilovskiy
484,Aleksandr Kaydanovskiy
485,Aleksandr Kott
486,Aleksandr Lyutkevich
487,Aleksandr Medvedkin
488,Aleksandr Melnik
489,Aleksandr Mindadze
490,Aleksandr Mitta
491,Aleksandr Muratov
492,Aleksandr Nevzorov
493,Aleksandr Nezlobin
494,Aleksandr Pavlovskiy 
495,Aleksandr Petrov
496,Aleksandr Polynnikov
497,Aleksandr Proshkin
498,Aleksandr Ptushko
499,Aleksandr Rogozhkin
500,Aleksandr Rou
501,Aleksandr Sanin
502,Aleksandr Seryj
503,Aleksandr Stolper
504,Aleksandr Strizhenov
505,Aleksandr Tatarskiy
506,Aleksandr Uralsky
507,Aleksandr Veledinskiy
508,Aleksandr Voytinskiy
509,Aleksandr Zakharov
510,Aleksandr Zarkhi
511,Aleksandra Snezhko-Blotskaya
512,Aleksei Korenev
513,Aleksei Mishurin
514,Aleksei Muradov
515,Aleksei Popogrebsky
516,Aleksei Sidorov
517,Aleksey Andrianov
518,Aleksey Balabanov
519,Aleksey Batalov
520,Aleksey Fedorchenko
521,Aleksey German
522,Aleksey German Jr
523,Aleksey Gordeev
524,Aleksey Krasovskiy
525,Aleksey Mizgiryov
526,Aleksey Nuzhnyy
527,Aleksey Tsitsilin
528,Aleksey Uchitel
529,Aleksi Mäkelä
530,Aleksi Salmenperä
531,Aleksi Vellis
532,Alessandro Angelini
533,Alessandro Baricco
534,Alessandro Blasetti
535,Alessandro Capone
536,Alessandro Carloni
537,Alessandro D'Alatri
538,Alessandro Di Robilant
539,Alessandro Genovesi
540,Alessandro Pambianco
541,Alessandro Pepe
542,Alessandro Piva
543,Alessandro Rak
544,Alessandro Siani
545,Alessio Maria Federici
546,Alessio Rigo de Righi
547,Alex Anwandter
548,Alex Berry
549,Alex Bowen
550,Alex Brewer
551,Alex Chandon
552,Alex Chapple
553,Alex Coletti
554,Alex Cox
555,Alex Craig Mann
556,Alex Dawson
557,Alex De Rakoff
558,Alex Fegan
559,Alex Freeman
560,Alex Galvin
561,Alex Garcia Lopez
562,Alex Garland
563,Alex Gibney
564,Alex Goyette
565,Alex Graves
566,Alex Grazioli
567,Alex Gregory
568,Alex Grossman
569,Alex Helfrecht
570,Alex Holdridge
571,Alex Holmes
572,Alex Horwitz
573,Alex Infascelli
574,Alex Jones
575,Alex Kalimát
576,Alex Kalymnios
577,Alex Karpovsky
578,Alex Kavutskiy
579,Alex Kendrick
580,Alex Kurtzman
581,Alex Law
582,Alex March
583,Alex Mebane
584,Alex Mechanik
585,Alex Meillier
586,Alex Merkin
587,Alex Nicol
588,Alex Ollé
589,Alex Orwell
590,Alex Pillai
591,Alex Pires
592,Alex Pitstra
593,Alex Proyas
594,Alex R. Johnson
595,Alex Ranarivelo
596,Alex Rivera
597,Alex Ross Perry
598,Alex Rotaru
599,Alex Rudzinski
600,Alex Schaad
601,Alex Schmidt
602,Alex Segal
603,Alex Sichel
604,Alex Simmons
605,Alex Smith
606,Alex Stapleton
607,Alex Steyermark
608,Alex Stockman
609,Alex Timbers
610,Alex Turner
611,Alex Vlack
612,Alex Winter
613,Alex Wright
614,Alex Zamm
615,Alex de Renzy
616,Alex van Warmerdam
617,Alexander E. Sokoloff
618,Alexander Gentelev
619,Alexander Grasshoff
620,Alexander Gruszynski
621,Alexander Hall
622,Alexander Hammid
623,Alexander Holt
624,Alexander Kluge
625,Alexander Korda
626,Alexander Mackendrick
627,Alexander McQueen
628,Alexander Nanau
629,Alexander Nevsky
630,Alexander Olch
631,Alexander Payne
632,Alexander Poe
633,Alexander Singer
634,Alexander Sokurov
635,Alexander Witt
636,Alexander Yellen
637,Alexandra Kondracke
638,Alexandra Leclère
639,Alexandra Lescaze
640,Alexandra Lipsitz
641,Alexandra McGuinness
642,Alexandra Pelosi
643,Alexandra Weltz
644,Alexandra-Therese Keining
645,Alexandre Aja
646,Alexandre Arcady
647,Alexandre Arpentinier
648,Alexandre Astier
649,Alexandre Boury
650,Alexandre Bustillo
651,Alexandre Carvalho
652,Alexandre Castagnetti
653,Alexandre Coffre
654,Alexandre Courtès
655,Alexandre Espigares
656,Alexandre Esway
657,Alexandre Franchi
658,Alexandre Heboyan
659,Alexandre Lehmann
660,Alexandre Moors
661,Alexandre O. Philippe
662,Alexandre Promio
663,Alexandre Rockwell
664,Alexandre Volkoff
665,Alexandre de La Patellière
666,Alexandria Bombach
667,Alexandros Avranas
668,Alexandru Maftei
669,Alexandru Solomon
670,Alexey Chupov
671,Alexi Pappas
672,Alexij Kharitidi
673,Alexis Alexiou
674,Alexis Bloom
675,Alexis Durand-Brault
676,Alexis Gambis
677,Alexis Kanner
678,Alexis Lloyd
679,Alexis Wajsbrot
680,Alexis dos Santos
681,Alexs Stadermann
682,Alf Brustellin
683,Alf Sjöberg
684,Alfonso Albacete
685,Alfonso Aráu
686,Alfonso Brescia
687,Alfonso Corona
688,Alfonso Corona Blake
689,Alfonso Cuarón
690,Alfonso Gomez-Rejon
691,Alfonso Patiño Gómez
692,Alfonso Pineda Ulloa
693,Alfonso Rodríguez
694,Alfred Clark
695,Alfred E. Green
696,Alfred Gimeno
697,Alfred Hitchcock
698,Alfred J. Goulding
699,Alfred L. Werker
700,Alfred Leslie
701,Alfred Lot
702,Alfred Santell
703,Alfred Shaughnessy
704,Alfred Sole
705,Alfred Vohrer
706,Alfred Zeisler
707,Alfredo De Villa
708,Alfredo Leone
709,Alfredo Montero
710,Alfredo Soderguit
711,Alfredo Zacarías
712,Algimantas Puipa
713,Ali Abbas Zafar
714,Ali Abbasi
715,Ali Akbarzadeh
716,Ali Atay
717,Ali F. Mostafa
718,Ali Hatami
719,Ali Khamrayev
720,Ali Rafie
721,Ali Samadi Ahadi
722,Ali Scher
723,Ali Selim
724,Ali Taner Baltaci
725,Ali Zafar
726,Alice Guy
727,Alice Lowe
728,Alice Rohrwacher
729,Alice Winocour
730,Alice Wu
731,Alice de Andrade
732,Alicia Keys
733,Alicia Sams
734,Alicia Scherson
735,Alicja Jasina
736,Alik Sakharov
737,Alin Bijan
738,Alina Marazzi
739,Alireza Raisian
740,Alison Bagnall
741,Alison Eastwood
742,Alison Ellwood
743,Alison Klayman
744,Alison Maclean
745,Alison Murray
746,Alison Snowden
747,Alistair Legrand
748,Alister Grierson
749,Alix Delaporte
750,Aljosha Klimov
751,Alki David
752,Alla Nazimova
753,Alla Surikova
754,Allan A. Goldstein
755,Allan Arkush
756,Allan Burns
757,Allan Dwan
758,Allan Eastman
759,Allan Edwall
760,Allan Francovich
761,Allan Harmon
762,Allan Holzman
763,Allan King
764,Allan Mauduit
765,Allan Miller
766,Allan Mindel
767,Allan Moyle
768,Allan Sandler
769,Allan Sekula
770,Allan Ungar
771,Allen Baron
772,Allen Coulter
773,Allen H. Miner
774,Allen Hughes
775,Allen Kellogg
776,Allen Reisner
777,Allen Wolf
778,Alli Haapasalo
779,Allison Anders
780,Allison Berg
781,Allison Burnett
782,Allison Liddi-Brown
783,Allison Schulnik
784,Alma Har'el
785,Almut Getto
786,Alon Gur Arye
787,Alonso Mayo
788,Alonso Ruiz Palacios
789,Alper Mestçi
790,Alper Çağlar
791,Alphonse Putharen
792,Alrick Brown
793,Aluizio Abranches
794,Alvaro Passeri
795,Alvin Rakoff
796,Alvy Ray Smith
797,Alyona Zvantsova
798,Alê Abreu
799,Ama Lea
800,Amanda Adolfsson
801,Amanda Goodwin
802,Amanda Gusack
803,Amanda Kernell
804,Amanda Marsalis
805,Amanda Micheli
806,Amanda Pope
807,Amanda Wilder
808,Amando de Ossorio
809,Amardeep Kaleka
810,Amariah Olson
811,Amat Escalante
812,Amaya Merino
813,Amber Benson
814,Amber Mohammad
815,Ameer Sultan
816,Amei Wallach
817,Ami Canaan Mann
818,Amin Dora
819,Amin Matalqa
820,Amir Amirani
821,Amir Bar-Lev
822,Amir Chamdin
823,Amir Escandari
824,Amir Muhammad
825,Amir Naderi
826,Amir Shervan
827,Amir Valinia
828,Amit Gupta
829,Amit Masurkar
830,Amleto Palermi
831,Amma Asante
832,Amol Palekar
833,Amole Gupte
834,Amos Gitai
835,Amos Kollek
836,Amos Poe
837,Amos Sefer
838,Amy Berg
839,Amy Flannery
840,Amy Grappell
841,Amy Hardie
842,Amy Heckerling
843,Amy Holden Jones
844,Amy Jenkins
845,Amy Redford
846,Amy Rice
847,Amy S. Weber
848,Amy Schatz
849,Amy Schumer
850,Amy Seimetz
851,Amy Ziering
852,Amélie Ravalec
853,Ana Clavell
854,Ana Guevara
855,Ana Katz
856,Ana Kokkinos
857,Ana Lily Amirpour
858,Ana Piterbarg
859,Ana Poliak
860,Ana Pérez
861,Ana Sofia Joanes
862,Ana Vlad
863,Analeine Cal y Mayor
864,Anand Gandhi
865,Anand L Rai
866,Anand Patwardhan
867,Anand Tucker
868,Anastasia Lapsui
869,Anastasia Pappas
870,Anat Baron
871,Anatole Litvak
872,Anatoli Granik
873,Anatoli Markelov
874,Anatoliy Petrov
875,Anatoly Eyramdzhan
876,Anaïs Barbeau-Lavalette
877,Anca Damian
878,Andaleeb Sultanpuri
879,Anders Anderson
880,Anders Banke
881,Anders Engström
882,Anders Eriksson
883,Anders Grönros
884,Anders Helgeson
885,Anders Jacobsson
886,Anders Johannes Bukh
887,Anders Matthesen
888,Anders Morgenthaler
889,Anders Muammar
890,Anders Nilsson
891,Anders Riis-Hansen
892,Anders Rønnow Klarlund
893,Anders Thomas Jensen
894,Anders Østergaard
895,Anderson Boyd
896,Andi Rogenhagen
897,Andre van Heerden
898,Andrea Arnold
899,Andrea Bianchi
900,Andrea Blaugrund
901,Andrea Di Stefano
902,Andrea Dorfman
903,Andrea Kalin
904,Andrea Kreuzhage
905,Andrea Luka Zimmerman
906,Andrea Marini
907,Andrea Martínez
908,Andrea Molaioli
909,Andrea Muzzi
910,Andrea Nix
911,Andrea Pallaoro
912,Andrea Segre
913,Andrea Tonacci
914,Andrea Zaccariello
915,Andrea Štaka
916,Andreas Climent
917,Andreas Dalsgaard
918,Andreas Dresen
919,Andreas Horvath
920,Andreas Johnsen
921,Andreas Kleinert
922,Andreas Koefoed
923,Andreas Labropoulos
924,Andreas Marschall
925,Andreas Prochaska
926,Andreas Prodromou
927,Andreas Schnaas
928,Andreas Öhman
929,Andrei Gruzsniczki
930,Andrei Kavun
931,Andrei Konchalovsky
932,Andrei Konst
933,Andrei Kudinenko
934,Andrei Proshkin
935,Andrei Rostotsky
936,Andrei Shavkero
937,Andrei Tarkovsky
938,Andrei Tutyshkin
939,Andrei Ujica
940,Andrej Košak
941,Andres Kõpper
942,Andres Maimik
943,Andres Veiel
944,Andrew Adamson
945,Andrew Ahn
946,Andrew Beall
947,Andrew Bellware
948,Andrew Bennison
949,Andrew Bergman
950,Andrew Birkin
951,Andrew Black
952,Andrew Bowler
953,Andrew Bowser
954,Andrew Brown
955,Andrew Bujalski
956,Andrew Bush
957,Andrew C. Erin
958,Andrew Chapman
959,Andrew Chiaramonte
960,Andrew Cividino
961,Andrew Coats
962,Andrew Cohn
963,Andrew Corvey
964,Andrew Cull
965,Andrew Currie
966,Andrew Cymek
967,Andrew Davis
968,Andrew Disney
969,Andrew Dominik
970,Andrew Dosunmu
971,Andrew Douglas
972,Andrew Drazek
973,Andrew Droz Palermo
974,Andrew Duncan
975,Andrew Erwin
976,Andrew Fleming
977,Andrew Gallerani
978,Andrew Gernhard
979,Andrew Getty
980,Andrew Goth
981,Andrew Green
982,Andrew Grieve
983,Andrew Gurland
984,Andrew Haigh
985,Andrew Hinton
986,Andrew Horn
987,Andrew Huculiak
988,Andrew Hull
989,Andrew Hulme
990,Andrew Hutton
991,Andrew Hyatt
992,Andrew J. Cohen
993,Andrew J. Kuehn
994,Andrew J. Smith
995,Andrew J. Stratmann
996,Andrew Jacobson
997,Andrew James
998,Andrew Jarecki
999,Andrew Jenks
1000,Andrew Jimenez
1001,Andrew Jones
1002,Andrew Kam Yeung-Wa
1003,Andrew Kasch
1004,Andrew Knight
1005,Andrew Kukura
1006,Andrew Kötting
1007,Andrew L. Stone
1008,Andrew Lancaster
1009,Andrew Lane
1010,Andrew Lau
1011,Andrew Lauer
1012,Andrew Leman
1013,Andrew Levitas
1014,Andrew Loo
1015,Andrew Martin
1016,Andrew Marton
1017,Andrew Matthews
1018,Andrew Mogel
1019,Andrew Mollo
1020,Andrew Mondshein
1021,Andrew Monument
1022,Andrew Morahan
1023,Andrew Morgan
1024,Andrew Nackman
1025,Andrew Napier
1026,Andrew Neel
1027,Andrew Niccol
1028,Andrew Nisker
1029,Andrew O'Connor
1030,Andrew Okpeaha MacLean
1031,Andrew P. Jones
1032,Andrew Paquin
1033,Andrew Parkinson
1034,Andrew Piddington
1035,Andrew Pozza
1036,Andrew Putschoegl
1037,Andrew R. Jones
1038,Andrew Renzi
1039,Andrew Robertson
1040,Andrew Robinson
1041,Andrew Rossi
1042,Andrew Ruhemann
1043,Andrew Scheinman
1044,Andrew Seklir
1045,Andrew Shea
1046,Andrew Shortell
1047,Andrew Sipes
1048,Andrew Solt
1049,Andrew Stanton
1050,Andrew Steggall
1051,Andrew Stevens
1052,Andrew Sugerman
1053,Andrew Sullivan
1054,Andrew Tan
1055,Andrew Thomas Hunt	
1056,Andrew Thompson
1057,Andrew Traucki
1058,Andrew Upton
1059,Andrew V. McLaglen
1060,Andrew Van Slee
1061,Andrew W. Robinson
1062,Andrew Wagner
1063,Andrew Waller
1064,Andrew Weiner
1065,Andrew Wight
1066,Andrew Wilson
1067,Andrew Young
1068,Andrew van Baal
1069,Andrew van den Houten
1070,Andrews Jenkins
1071,Andrey Galat
1072,Andrey Iskanov
1073,Andrey Kravchuk
1074,Andrey Malyukov
1075,Andrey Nekrasov
1076,Andrey Shalopa
1077,Andrey Smirnov
1078,Andrey Volgin
1079,Andrey Zvyagintsev
1080,Andrucha Waddington
1081,Andrzej Bartkowiak
1082,Andrzej Celinski
1083,Andrzej Herman
1084,Andrzej Jakimowski
1085,Andrzej Kondratiuk
1086,Andrzej Krakowski
1087,Andrzej Munk
1088,Andrzej Saramonowicz
1089,Andrzej Sekula
1090,Andrzej Titkow
1091,Andrzej Wajda
1092,Andrzej Żuławski
1093,András Jeles
1094,András Kern
1095,André Bonzel
1096,André Calmettes
1097,André Cayatte
1098,André Charlot
1099,André De Toth
1100,André Delvaux
1101,André Erkau
1102,André Faria
1103,André Farwagi
1104,André Gordon
1105,André Hedetoft
1106,André Heller
1107,André Hunebelle
1108,André Klotzel
1109,André Malraux
1110,André Mélançon
1111,André Pellenz
1112,André Singer
1113,André Turpin
1114,André Téchiné
1115,André Zwoboda
1116,André van Duren
1117,André van der Hout
1118,André Øvredal
1119,Andrés Baiz
1120,Andrés Borghi
1121,Andrés Clariond
1122,Andrés G. Schaer
1123,Andrés Luque
1124,Andrés Waissbluth
1125,Andrés Wood
1126,Andy Abrahams Wilson
1127,Andy Anderson
1128,Andy Bausch
1129,Andy Baybutt
1130,Andy Bichlbaum
1131,Andy Byatt
1132,Andy Cadiff
1133,Andy Capper
1134,Andy Cheng
1135,Andy De Emmony
1136,Andy Fetscher
1137,Andy Fickman
1138,Andy García
1139,Andy Goddard
1140,Andy Grieve
1141,Andy Hamilton
1142,Andy Humphries
1143,Andy Hurst
1144,Andy Jones
1145,Andy Kolker
1146,Andy Landen
1147,Andy Milligan
1148,Andy Mingo
1149,Andy Mitton
1150,Andy Muschietti
1151,Andy Orjuela
1152,Andy Palmer
1153,Andy Picheta
1154,Andy Robin
1155,Andy Schocken
1156,Andy Sidaris
1157,Andy Signore
1158,Andy Tennant
1159,Andy Warhol
1160,Andy Wells
1161,Andy Wilson
1162,Andy Wolk
1163,Andy de Emmony
1164,Anees Bazmee
1165,Aneta Kopacz
1166,Ang Lee
1167,Angad Bhalla
1168,Angel Gracia
1169,Angela Bassett
1170,Angela Bettis
1171,Angela Boatwright
1172,Angela Christlieb
1173,Angela Ismailos
1174,Angela McPherson
1175,Angela Pope
1176,Angela Robinson
1177,Angela Sun
1178,Angela Tucker
1179,Angelina Jolie
1180,Angelina Maccarone
1181,Angelo Cianci
1182,Angelo Colagrossi
1183,Angelo Guglielmo
1184,Angelo Longoni
1185,Angelo Pannacciò
1186,Angelo Pizzo
1187,Anggy Umbara
1188,Angus Gibson
1189,Angus MacLachlan
1190,Angus MacLane
1191,Anil Mehta
1192,Anil Sharma
1193,Aniruddha Roy Chowdhury
1194,Anita Barbosa
1195,Anita Doron
1196,Anita Rosenberg
1197,Anja Jacobs
1198,Anja Marquardt
1199,Anjali Menon
1200,Anjelica Huston
1201,Ankush Glen
1202,Ann Hu
1203,Ann Hui
1204,Ann Marie Fleming
1205,Ann McElhinney
1206,Ann Raffaela Lupo
1207,Ann Turner
1208,Anna Axster
1209,Anna Biller
1210,Anna Boden
1211,Anna Broinowski
1212,Anna Brownfield
1213,Anna Campion
1214,Anna Chi
1215,Anna Elizabeth James
1216,Anna Fitch
1217,Anna Foerster
1218,Anna Frances Ewert
